,NAME_CONTRACT_TYPE,NAME_TYPE_SUITE,ORGANIZATION_TYPE,DAYS_EMPLOYED,OWN_CAR_AGE
5773,Cash loans,Unaccompanied,Medicine,-5431,
5774,Cash loans,Unaccompanied,XNA,365243,
5775,Cash loans,"Spouse, partner",Industry: type 11,-2477,4.0
5776,Cash loans,Unaccompanied,Self-employed,-1450,
5777,Cash loans,Unaccompanied,XNA,365243,
5778,Cash loans,Family,Business Entity Type 3,-1648,7.0
5779,Cash loans,"Spouse, partner",XNA,365243,14.0
5780,Cash loans,Unaccompanied,Business Entity Type 2,-861,
5781,Cash loans,Unaccompanied,Business Entity Type 3,-1160,
5782,Cash loans,Family,Business Entity Type 3,-3733,15.0
5783,Cash loans,Unaccompanied,Industry: type 3,-2005,9.0
5784,Cash loans,Unaccompanied,Trade: type 3,-2474,
5785,Cash loans,Family,Kindergarten,-1867,
5786,Cash loans,,Business Entity Type 3,-1764,6.0
5787,Cash loans,Unaccompanied,XNA,365243,
5788,Cash loans,Unaccompanied,Business Entity Type 3,-1911,2.0
5789,Cash loans,Unaccompanied,Industry: type 7,-6784,4.0
5790,Cash loans,Unaccompanied,Self-employed,-4600,
5791,Cash loans,Unaccompanied,XNA,365243,
5792,Cash loans,Unaccompanied,XNA,365243,3.0
5793,Cash loans,Unaccompanied,Transport: type 3,-1643,
5794,Cash loans,Unaccompanied,School,-1215,
5795,Cash loans,Unaccompanied,Business Entity Type 1,-3126,
5796,Cash loans,Family,Construction,-1304,
5797,Cash loans,Unaccompanied,Medicine,-9276,
5798,Cash loans,Unaccompanied,XNA,365243,
5799,Cash loans,Unaccompanied,Medicine,-5588,3.0
5800,Cash loans,Unaccompanied,Self-employed,-1601,
5801,Revolving loans,Unaccompanied,Business Entity Type 1,-2226,
5802,Cash loans,Unaccompanied,Government,-4503,1.0
5803,Cash loans,Family,XNA,365243,13.0
5804,Cash loans,,Business Entity Type 3,-4567,
5805,Cash loans,Unaccompanied,Construction,-317,21.0
5806,Cash loans,Unaccompanied,Trade: type 7,-3254,2.0
5807,Cash loans,Unaccompanied,Self-employed,-2615,
5808,Cash loans,Unaccompanied,Kindergarten,-193,
5809,Cash loans,Family,University,-3468,
5810,Cash loans,Unaccompanied,Construction,-2657,
5811,Cash loans,Unaccompanied,XNA,365243,
5812,Cash loans,Unaccompanied,Industry: type 11,-2913,
5813,Revolving loans,Unaccompanied,Business Entity Type 2,-385,
5814,Cash loans,Unaccompanied,XNA,365243,
5815,Cash loans,Unaccompanied,Self-employed,-3098,14.0
5816,Cash loans,Unaccompanied,Business Entity Type 3,-4632,
5817,Cash loans,Unaccompanied,Industry: type 7,-1282,
5818,Cash loans,Unaccompanied,Government,-2043,
5819,Cash loans,Unaccompanied,Business Entity Type 3,-3902,16.0
5820,Cash loans,Family,XNA,365243,
5821,Cash loans,Unaccompanied,Emergency,-4228,16.0
5822,Cash loans,Unaccompanied,Business Entity Type 3,-2885,
5823,Cash loans,Unaccompanied,Business Entity Type 3,-1154,8.0
5824,Cash loans,Unaccompanied,Business Entity Type 3,-1526,
5825,Cash loans,Unaccompanied,Trade: type 7,-332,
5826,Cash loans,Unaccompanied,Business Entity Type 3,-4489,27.0
5827,Cash loans,Unaccompanied,Business Entity Type 3,-375,
5828,Cash loans,Family,Business Entity Type 3,-3277,
5829,Cash loans,"Spouse, partner",Restaurant,-1275,12.0
5830,Cash loans,Unaccompanied,Trade: type 3,-2404,
5831,Cash loans,Unaccompanied,Industry: type 11,-5907,12.0
5832,Cash loans,Unaccompanied,Self-employed,-961,
5833,Cash loans,Unaccompanied,Other,-1176,
5834,Cash loans,Unaccompanied,Business Entity Type 3,-1659,
5835,Cash loans,Unaccompanied,Transport: type 4,-1746,7.0
5836,Cash loans,Unaccompanied,Business Entity Type 3,-2524,14.0
5837,Cash loans,Unaccompanied,Self-employed,-3915,
5838,Revolving loans,Unaccompanied,XNA,365243,
5839,Cash loans,Unaccompanied,Business Entity Type 3,-4515,
5840,Cash loans,Family,Business Entity Type 3,-2101,
5841,Revolving loans,Unaccompanied,XNA,365243,
5842,Cash loans,Unaccompanied,Other,-214,5.0
5843,Cash loans,Unaccompanied,Business Entity Type 3,-210,10.0
5844,Cash loans,Unaccompanied,Business Entity Type 3,-164,
5845,Cash loans,Unaccompanied,Medicine,-142,17.0
5846,Revolving loans,Unaccompanied,XNA,365243,
5847,Revolving loans,Family,Business Entity Type 3,-412,
5848,Cash loans,Family,Trade: type 7,-3038,
5849,Revolving loans,Unaccompanied,Construction,-684,
5850,Cash loans,Unaccompanied,XNA,365243,
5851,Revolving loans,Unaccompanied,Medicine,-4028,
5852,Cash loans,Unaccompanied,Trade: type 7,-409,3.0
5853,Cash loans,Unaccompanied,School,-6579,
5854,Cash loans,"Spouse, partner",XNA,365243,11.0
5855,Cash loans,Unaccompanied,XNA,365243,
5856,Cash loans,Unaccompanied,Transport: type 4,-511,16.0
5857,Revolving loans,Family,Other,-681,
5858,Cash loans,Unaccompanied,Trade: type 3,-146,
5859,Revolving loans,Unaccompanied,Business Entity Type 3,-779,4.0
5860,Revolving loans,Unaccompanied,XNA,365243,
5861,Cash loans,"Spouse, partner",Medicine,-1764,
5862,Cash loans,Unaccompanied,School,-821,18.0
5863,Cash loans,Family,XNA,365243,13.0
5864,Cash loans,Unaccompanied,Kindergarten,-9072,
5865,Cash loans,Unaccompanied,Business Entity Type 3,-1695,
5866,Cash loans,Unaccompanied,Telecom,-7061,
5867,Revolving loans,Unaccompanied,Police,-10490,
5868,Cash loans,Unaccompanied,School,-3662,
5869,Cash loans,Family,XNA,365243,
5870,Cash loans,Unaccompanied,Self-employed,-3039,
5871,Cash loans,Unaccompanied,School,-1192,
5872,Cash loans,Unaccompanied,XNA,365243,14.0
5873,Cash loans,Unaccompanied,Government,-3001,
5874,Cash loans,Unaccompanied,Police,-2972,10.0
5875,Revolving loans,Unaccompanied,Business Entity Type 3,-4316,
5876,Cash loans,"Spouse, partner",University,-6924,
5877,Cash loans,Unaccompanied,Business Entity Type 2,-689,
5878,Cash loans,Unaccompanied,School,-1454,
5879,Cash loans,Unaccompanied,Self-employed,-478,
5880,Revolving loans,Unaccompanied,Trade: type 7,-1350,13.0
5881,Cash loans,Unaccompanied,Self-employed,-818,
5882,Cash loans,Unaccompanied,School,-2559,7.0
5883,Cash loans,Unaccompanied,XNA,365243,
5884,Cash loans,Unaccompanied,Business Entity Type 3,-2821,
5885,Cash loans,Unaccompanied,Business Entity Type 3,-125,
5886,Cash loans,Unaccompanied,Business Entity Type 3,-860,
5887,Cash loans,Unaccompanied,Services,-2579,
5888,Cash loans,"Spouse, partner",Business Entity Type 1,-1187,
5889,Cash loans,Unaccompanied,Kindergarten,-358,
5890,Cash loans,Unaccompanied,Self-employed,-5083,19.0
5891,Cash loans,Unaccompanied,Kindergarten,-282,6.0
5892,Cash loans,Unaccompanied,Police,-7581,
5893,Cash loans,Unaccompanied,Self-employed,-2435,
5894,Cash loans,Unaccompanied,XNA,365243,
5895,Cash loans,Family,Construction,-528,
5896,Cash loans,Unaccompanied,Business Entity Type 1,-2047,
5897,Cash loans,Unaccompanied,Business Entity Type 3,-3909,
5898,Cash loans,Unaccompanied,School,-2872,9.0
5899,Revolving loans,Family,Trade: type 7,-923,
5900,Cash loans,Family,Kindergarten,-3304,7.0
5901,Cash loans,Unaccompanied,XNA,365243,6.0
5902,Cash loans,Unaccompanied,Self-employed,-373,
5903,Cash loans,Unaccompanied,Self-employed,-2792,
5904,Cash loans,Unaccompanied,Self-employed,-875,15.0
5905,Cash loans,Unaccompanied,Government,-9173,
5906,Revolving loans,Unaccompanied,Self-employed,-985,
5907,Cash loans,Unaccompanied,XNA,365243,
5908,Cash loans,Family,Medicine,-1418,
5909,Cash loans,Unaccompanied,Business Entity Type 3,-568,
5910,Cash loans,"Spouse, partner",Other,-719,
5911,Cash loans,Unaccompanied,Government,-2456,1.0
5912,Cash loans,Unaccompanied,Business Entity Type 1,-2395,
5913,Cash loans,Unaccompanied,Business Entity Type 3,-2395,
5914,Cash loans,Unaccompanied,Government,-909,23.0
5915,Cash loans,Unaccompanied,XNA,365243,
5916,Cash loans,Unaccompanied,XNA,365243,
5917,Cash loans,Unaccompanied,Business Entity Type 3,-2354,
5918,Cash loans,Unaccompanied,Medicine,-1458,
5919,Cash loans,Unaccompanied,Industry: type 11,-1597,6.0
5920,Cash loans,Unaccompanied,XNA,365243,
5921,Cash loans,Unaccompanied,Self-employed,-3852,
5922,Cash loans,Unaccompanied,Self-employed,-5280,5.0
5923,Cash loans,Unaccompanied,XNA,365243,
5924,Cash loans,Unaccompanied,School,-855,31.0
5925,Cash loans,Unaccompanied,Business Entity Type 3,-1337,
5926,Cash loans,Unaccompanied,Business Entity Type 3,-1774,
5927,Cash loans,Unaccompanied,Business Entity Type 3,-785,
5928,Cash loans,Unaccompanied,Business Entity Type 3,-416,
5929,Cash loans,Unaccompanied,Other,-1808,
5930,Cash loans,Unaccompanied,Business Entity Type 1,-330,
5931,Cash loans,Unaccompanied,XNA,365243,
5932,Cash loans,Unaccompanied,XNA,365243,
5933,Cash loans,Unaccompanied,Security,-864,
5934,Cash loans,Unaccompanied,Medicine,-11696,24.0
5935,Cash loans,Unaccompanied,School,-7357,
5936,Cash loans,Unaccompanied,XNA,365243,
5937,Revolving loans,,Business Entity Type 3,-2921,
5938,Revolving loans,Unaccompanied,Security Ministries,-918,1.0
5939,Cash loans,Unaccompanied,Business Entity Type 1,-948,8.0
5940,Cash loans,Unaccompanied,Self-employed,-2264,
5941,Cash loans,Unaccompanied,Business Entity Type 3,-1310,
5942,Cash loans,Unaccompanied,School,-479,
5943,Cash loans,Unaccompanied,Services,-4220,
5944,Cash loans,Unaccompanied,Police,-5544,
5945,Revolving loans,Family,Medicine,-1563,6.0
5946,Cash loans,Unaccompanied,XNA,365243,
5947,Cash loans,Family,XNA,365243,
5948,Cash loans,Unaccompanied,Housing,-568,7.0
5949,Cash loans,Unaccompanied,Government,-2075,
5950,Cash loans,Unaccompanied,Self-employed,-1778,4.0
5951,Cash loans,Unaccompanied,Business Entity Type 1,-3323,3.0
5952,Cash loans,Unaccompanied,Business Entity Type 3,-1209,
5953,Cash loans,"Spouse, partner",Housing,-7202,
5954,Cash loans,Family,Business Entity Type 3,-1923,
5955,Cash loans,Unaccompanied,Medicine,-9499,
5956,Cash loans,Unaccompanied,Self-employed,-570,
5957,Cash loans,Unaccompanied,XNA,365243,
5958,Cash loans,Unaccompanied,Business Entity Type 3,-1529,
5959,Revolving loans,Unaccompanied,School,-1119,10.0
5960,Cash loans,Unaccompanied,Self-employed,-1188,10.0
5961,Cash loans,Unaccompanied,Security,-2829,15.0
5962,Cash loans,Unaccompanied,Self-employed,-391,4.0
5963,Cash loans,Family,Government,-1439,
5964,Cash loans,Unaccompanied,XNA,365243,13.0
5965,Cash loans,Unaccompanied,XNA,365243,4.0
5966,Cash loans,Family,Self-employed,-872,1.0
5967,Cash loans,Family,Business Entity Type 3,-565,
5968,Cash loans,Unaccompanied,Business Entity Type 3,-879,
5969,Cash loans,Unaccompanied,Government,-4576,19.0
5970,Cash loans,Unaccompanied,Restaurant,-1054,
5971,Cash loans,Unaccompanied,Self-employed,-834,17.0
5972,Cash loans,Unaccompanied,XNA,365243,
5973,Cash loans,Unaccompanied,Self-employed,-4832,
5974,Cash loans,Unaccompanied,Business Entity Type 3,-3351,
5975,Cash loans,Unaccompanied,Construction,-1982,25.0
5976,Cash loans,Unaccompanied,Other,-3359,
5977,Cash loans,Unaccompanied,Government,-2120,
5978,Cash loans,Unaccompanied,Trade: type 7,-1302,3.0
5979,Cash loans,Unaccompanied,Telecom,-156,
5980,Revolving loans,Unaccompanied,School,-1805,26.0
5981,Cash loans,Family,School,-1430,22.0
5982,Cash loans,Unaccompanied,Trade: type 2,-1280,
5983,Cash loans,Family,XNA,365243,
5984,Cash loans,Unaccompanied,Electricity,-886,
5985,Cash loans,Unaccompanied,Trade: type 3,-259,
5986,Cash loans,Unaccompanied,Business Entity Type 2,-7258,12.0
5987,Cash loans,Unaccompanied,Kindergarten,-158,
5988,Cash loans,Unaccompanied,Business Entity Type 3,-369,
5989,Cash loans,Unaccompanied,Bank,-355,
5990,Cash loans,Unaccompanied,Other,-2653,
5991,Cash loans,Unaccompanied,Business Entity Type 3,-562,7.0
5992,Cash loans,"Spouse, partner",Business Entity Type 3,-5327,
5993,Cash loans,Unaccompanied,XNA,365243,
5994,Cash loans,Unaccompanied,XNA,365243,
5995,Cash loans,Unaccompanied,Self-employed,-799,19.0
5996,Cash loans,Unaccompanied,Business Entity Type 3,-1869,4.0
5997,Cash loans,Unaccompanied,Industry: type 3,-2567,
5998,Cash loans,Family,XNA,365243,
5999,Cash loans,Family,Transport: type 4,-770,3.0
6000,Revolving loans,Unaccompanied,Other,-2093,18.0
6001,Cash loans,Unaccompanied,XNA,365243,
6002,Cash loans,Unaccompanied,Transport: type 2,-6317,3.0
6003,Cash loans,Unaccompanied,XNA,365243,
6004,Cash loans,Unaccompanied,XNA,365243,
6005,Cash loans,Family,Government,-12980,
6006,Cash loans,Unaccompanied,Telecom,-14387,26.0
6007,Cash loans,Unaccompanied,Other,-3045,7.0
6008,Cash loans,Unaccompanied,Business Entity Type 3,-5755,
6009,Cash loans,Unaccompanied,Trade: type 3,-196,
6010,Cash loans,Unaccompanied,Self-employed,-4456,22.0
6011,Cash loans,Unaccompanied,Industry: type 9,-1981,5.0
6012,Cash loans,Unaccompanied,Police,-5413,8.0
6013,Cash loans,Unaccompanied,XNA,365243,
6014,Cash loans,Unaccompanied,Industry: type 7,-4293,14.0
6015,Cash loans,Unaccompanied,Self-employed,-1648,9.0
6016,Cash loans,Unaccompanied,Government,-8429,
6017,Cash loans,Unaccompanied,Business Entity Type 3,-1360,9.0
6018,Cash loans,Unaccompanied,Construction,-733,
6019,Cash loans,Unaccompanied,Self-employed,-953,
6020,Revolving loans,Unaccompanied,Business Entity Type 3,-2680,3.0
6021,Cash loans,Unaccompanied,Business Entity Type 3,-99,
6022,Cash loans,Unaccompanied,Advertising,-254,
6023,Cash loans,Unaccompanied,Business Entity Type 3,-1875,3.0
6024,Cash loans,Unaccompanied,Business Entity Type 3,-328,
6025,Cash loans,Children,Government,-2165,
6026,Cash loans,Unaccompanied,Government,-425,15.0
6027,Revolving loans,Family,Industry: type 3,-4172,17.0
6028,Cash loans,Unaccompanied,Security,-1234,
6029,Cash loans,Family,Self-employed,-3816,
6030,Cash loans,Unaccompanied,Self-employed,-1688,
6031,Cash loans,Unaccompanied,Self-employed,-3148,14.0
6032,Cash loans,Unaccompanied,Business Entity Type 3,-3365,7.0
6033,Cash loans,"Spouse, partner",Business Entity Type 3,-1525,
6034,Cash loans,Unaccompanied,Construction,-544,
6035,Cash loans,Unaccompanied,Other,-578,
6036,Cash loans,Unaccompanied,Self-employed,-2468,
6037,Cash loans,Unaccompanied,Self-employed,-2361,
6038,Cash loans,Unaccompanied,Transport: type 4,-3955,18.0
6039,Cash loans,Unaccompanied,Industry: type 7,-10746,7.0
6040,Cash loans,Unaccompanied,Business Entity Type 2,-1864,
6041,Revolving loans,Unaccompanied,XNA,365243,
6042,Cash loans,Unaccompanied,Self-employed,-1133,
6043,Cash loans,Unaccompanied,Other,-3323,
6044,Cash loans,Unaccompanied,Self-employed,-254,14.0
6045,Cash loans,Unaccompanied,Medicine,-5459,
6046,Cash loans,Unaccompanied,Business Entity Type 3,-1807,
6047,Revolving loans,Unaccompanied,Business Entity Type 3,-590,
6048,Cash loans,Unaccompanied,Kindergarten,-488,
6049,Cash loans,Unaccompanied,Other,-5382,
6050,Cash loans,Unaccompanied,Self-employed,-1090,
6051,Revolving loans,Family,Military,-1197,16.0
6052,Cash loans,Unaccompanied,Business Entity Type 3,-4071,
6053,Cash loans,Unaccompanied,Kindergarten,-5584,
6054,Revolving loans,Unaccompanied,Business Entity Type 3,-413,
6055,Revolving loans,Unaccompanied,School,-2646,
6056,Cash loans,Unaccompanied,Business Entity Type 2,-2326,
6057,Cash loans,Unaccompanied,Transport: type 3,-1563,
6058,Cash loans,Family,Self-employed,-850,
6059,Cash loans,Unaccompanied,XNA,365243,
6060,Cash loans,Unaccompanied,Other,-7786,
6061,Cash loans,Unaccompanied,XNA,365243,5.0
6062,Cash loans,Unaccompanied,Culture,-4794,
6063,Cash loans,Unaccompanied,Self-employed,-269,
6064,Cash loans,Family,Services,-3214,5.0
6065,Cash loans,Unaccompanied,Telecom,-9819,
6066,Cash loans,Unaccompanied,Business Entity Type 3,-4266,18.0
6067,Cash loans,"Spouse, partner",Agriculture,-1900,6.0
6068,Cash loans,Unaccompanied,Restaurant,-1664,
6069,Cash loans,Unaccompanied,Business Entity Type 3,-1237,12.0
6070,Cash loans,Unaccompanied,Industry: type 3,-957,
6071,Cash loans,Unaccompanied,Trade: type 7,-3220,4.0
6072,Cash loans,Family,XNA,365243,
6073,Cash loans,Unaccompanied,Business Entity Type 3,-2286,
6074,Cash loans,Unaccompanied,Trade: type 3,-234,
6075,Cash loans,Unaccompanied,Business Entity Type 3,-507,
6076,Cash loans,Unaccompanied,Self-employed,-2327,7.0
6077,Cash loans,Unaccompanied,Other,-2377,8.0
6078,Cash loans,Unaccompanied,XNA,365243,
6079,Revolving loans,Unaccompanied,Business Entity Type 3,-931,13.0
6080,Cash loans,Unaccompanied,XNA,365243,
6081,Cash loans,Unaccompanied,Trade: type 7,-3086,
6082,Cash loans,Unaccompanied,Business Entity Type 3,-1093,
6083,Cash loans,Unaccompanied,Self-employed,-1381,5.0
6084,Cash loans,Family,Other,-11686,
6085,Cash loans,Family,XNA,365243,
6086,Cash loans,Unaccompanied,Self-employed,-1493,
6087,Cash loans,Unaccompanied,School,-1351,
6088,Cash loans,Family,Bank,-902,
6089,Cash loans,Family,Business Entity Type 1,-4971,17.0
6090,Cash loans,Unaccompanied,Hotel,-518,
6091,Cash loans,Unaccompanied,Business Entity Type 3,-439,
6092,Revolving loans,Unaccompanied,Police,-1676,29.0
6093,Cash loans,Unaccompanied,Security,-2324,4.0
6094,Cash loans,Unaccompanied,Self-employed,-2345,25.0
6095,Cash loans,Unaccompanied,XNA,365243,
6096,Cash loans,Other_B,Business Entity Type 3,-1662,
6097,Cash loans,Unaccompanied,Business Entity Type 3,-1177,
6098,Cash loans,Unaccompanied,Business Entity Type 3,-723,11.0
6099,Cash loans,Unaccompanied,Other,-842,
6100,Cash loans,Children,Trade: type 7,-207,18.0
6101,Cash loans,Unaccompanied,Industry: type 9,-3367,
6102,Cash loans,Family,Self-employed,-4135,
6103,Cash loans,Unaccompanied,Medicine,-1902,
6104,Cash loans,Unaccompanied,Industry: type 9,-644,15.0
6105,Cash loans,Unaccompanied,Business Entity Type 3,-2307,14.0
6106,Cash loans,Unaccompanied,Government,-581,
6107,Cash loans,Unaccompanied,Medicine,-5010,
6108,Cash loans,Unaccompanied,Mobile,-2899,
6109,Revolving loans,Unaccompanied,Self-employed,-152,
6110,Cash loans,Unaccompanied,Industry: type 12,-739,
6111,Cash loans,Unaccompanied,XNA,365243,7.0
6112,Cash loans,Unaccompanied,Trade: type 3,-152,
6113,Cash loans,Unaccompanied,XNA,365243,
6114,Cash loans,Unaccompanied,Business Entity Type 1,-2436,
6115,Cash loans,Unaccompanied,Medicine,-167,
6116,Cash loans,Unaccompanied,Security Ministries,-2024,
6117,Cash loans,Unaccompanied,Trade: type 7,-3698,
6118,Cash loans,Family,Other,-3917,
6119,Cash loans,Unaccompanied,XNA,365243,1.0
6120,Cash loans,Unaccompanied,Business Entity Type 3,-1773,
6121,Cash loans,Unaccompanied,Trade: type 7,-389,
6122,Cash loans,Family,School,-5712,
6123,Revolving loans,Family,XNA,365243,
6124,Cash loans,Unaccompanied,Business Entity Type 3,-884,3.0
6125,Cash loans,Unaccompanied,Construction,-556,
6126,Cash loans,Family,Medicine,-3406,
6127,Cash loans,Unaccompanied,Business Entity Type 1,-712,
6128,Cash loans,Unaccompanied,Business Entity Type 3,-5503,4.0
6129,Cash loans,Unaccompanied,XNA,365243,
6130,Cash loans,Unaccompanied,Government,-708,
6131,Revolving loans,Unaccompanied,Business Entity Type 3,-666,
6132,Cash loans,Unaccompanied,Telecom,-797,
6133,Cash loans,Unaccompanied,Industry: type 3,-1994,4.0
6134,Cash loans,"Spouse, partner",Security,-227,19.0
6135,Cash loans,Unaccompanied,Trade: type 6,-1624,13.0
6136,Cash loans,Unaccompanied,XNA,365243,15.0
6137,Revolving loans,Unaccompanied,Business Entity Type 3,-103,
6138,Cash loans,Unaccompanied,XNA,365243,
6139,Revolving loans,Unaccompanied,XNA,365243,
6140,Cash loans,Unaccompanied,Services,-1741,
6141,Cash loans,Unaccompanied,Construction,-3780,
6142,Cash loans,Family,Business Entity Type 3,-188,
6143,Cash loans,Unaccompanied,Construction,-1131,
6144,Cash loans,Unaccompanied,XNA,365243,5.0
6145,Cash loans,Unaccompanied,Other,-1541,19.0
6146,Cash loans,Children,Business Entity Type 3,-606,
6147,Cash loans,Unaccompanied,Business Entity Type 2,-1281,15.0
6148,Cash loans,Family,Business Entity Type 3,-5098,
6149,Cash loans,Unaccompanied,Government,-1228,
6150,Cash loans,Unaccompanied,Self-employed,-1619,
6151,Cash loans,Unaccompanied,Other,-174,
6152,Cash loans,"Spouse, partner",Medicine,-3389,14.0
6153,Revolving loans,Unaccompanied,Industry: type 3,-221,64.0
6154,Cash loans,Unaccompanied,Business Entity Type 3,-2913,3.0
6155,Cash loans,"Spouse, partner",Business Entity Type 3,-6808,7.0
6156,Cash loans,Unaccompanied,Industry: type 7,-12956,
6157,Cash loans,Unaccompanied,XNA,365243,26.0
6158,Revolving loans,Unaccompanied,Business Entity Type 3,-57,
6159,Cash loans,Unaccompanied,Business Entity Type 3,-2690,7.0
6160,Cash loans,Family,Business Entity Type 3,-2385,
6161,Cash loans,Unaccompanied,Business Entity Type 3,-933,17.0
